gene_name	beta	se	p_wald	chr	start	end
MICAL3	-0.04273877	0.03112437	0.1702578	22	18317094	18507325
XXbac-B476C20.13	-0.01290063	0.01240139	0.2986742	22	18487036	18490074
PEX26	-0.02705993	0.04238691	0.5234752	22	18560689	18613905
TUBA8	-0.01462941	0.01301253	0.2613915	22	18593097	18614498
USP18	0.006355124	0.01092075	0.5608498	22	18632666	18672923
DGCR5	0.04577337	0.01809097	0.01167641	22	18958027	19018742
DGCR2	0.0892323	0.03895117	0.02234521	22	19023795	19109967
DGCR14	-0.03828946	0.03541677	0.2801181	22	19117792	19132197
SLC25A1	-0.01960452	0.03463733	0.571627	22	19163095	19166343
CLTCL1	0.01000374	0.0130492	0.4436359	22	19166986	19279239
HIRA	0.002295079	0.03287474	0.9443678	22	19318221	19435224
C22orf39	0.04131703	0.03381751	0.2223163	22	19338891	19435755
MRPL40	0.01368962	0.03440196	0.690834	22	19419425	19423598
UFD1L	0.04276079	0.02972364	0.1508252	22	19437464	19466738
CLDN5	0.01288629	0.0150766	0.393075	22	19510547	19515068
SEPT5	0.03419685	0.03184313	0.2833278	22	19701987	19712295
GNB1L	-0.01438155	0.01725224	0.404863	22	19770747	19842462
C22orf29	-0.006528266	0.0262214	0.8034785	22	19833661	19842419
TXNRD2	-0.02755538	0.0302402	0.3625774	22	19863040	19929359
COMT	0.03467276	0.03809659	0.3631511	22	19929130	19957498
ARVCF	0.010672	0.02674646	0.6900426	22	19957419	20004331
C22orf25	-0.03409578	0.02703746	0.2078191	22	20004537	20053449
AC006547.13	0.01099047	0.02418764	0.6497307	22	20050503	20053600
DGCR8	0.02351478	0.03544317	0.5073181	22	20067755	20099400
TRMT2A	-0.02515126	0.03881506	0.5172683	22	20099389	20104915
RANBP1	-0.007288437	0.04105143	0.8591459	22	20103461	20114878
ZDHHC8	0.04151554	0.04199936	0.323349	22	20116979	20135530
AC006547.14	0.006512308	0.01053166	0.5365951	22	20135970	20138399
RTN4R	-0.005105966	0.02003984	0.7989792	22	20228938	20270769
DGCR6L	0.02656321	0.03882506	0.4941496	22	20301799	20307603
ZNF74	-0.03218687	0.03179412	0.3118113	22	20748405	20762745
SCARF2	0.02046555	0.01975655	0.300707	22	20778874	20792146
KLHL22	0.03787216	0.04668046	0.4175382	22	20783528	20850170
MED15	-0.01503157	0.04681054	0.7482443	22	20850200	20941919
TMEM191A	-0.02909001	0.01899802	0.1262877	22	21055220	21058894
PI4KA	0.01514497	0.03860841	0.6950086	22	21061979	21213705
SNAP29	0.04632831	0.02874231	0.107564	22	21213271	21245502
CRKL	0.09296529	0.04736178	0.05016055	22	21271714	21308037
XXbac-B135H6.15	0.0177572	0.0122288	0.1470452	22	21311380	21318967
AIFM3	-0.01943463	0.0230611	0.3997348	22	21319396	21335649
LZTR1	-0.02614379	0.03767326	0.4879973	22	21322090	21353327
THAP7	0.01315618	0.03462989	0.7041592	22	21353393	21356485
AC002472.8	-0.01516189	0.01538018	0.3246583	22	21357184	21368581
P2RX6	-0.00359998	0.01807291	0.8421856	22	21369316	21383119
SLC7A4	-0.005927155	0.01341113	0.6586922	22	21383007	21387129
P2RX6P	0.01008701	0.00749042	0.178642	22	21389532	21399306
HIC2	-0.007311023	0.02886072	0.8001142	22	21771693	21805752
TMEM191C	-0.002914826	0.01396222	0.8347082	22	21820712	21825558
PI4KAP2	-0.01208743	0.007425777	0.1041429	22	21827289	21871822
UBE2L3	0.02857737	0.05115507	0.5766317	22	21903736	21978323
YDJC	-6.050972e-05	0.02649642	0.9981787	22	21982378	21984353
SDF2L1	0.02123271	0.01676489	0.2058668	22	21996550	21998587
PPIL2	0.008755942	0.03759421	0.8159199	22	22006559	22052565
YPEL1	0.01960063	0.02292962	0.393022	22	22051833	22090123
MAPK1	-0.03646154	0.04747795	0.4428335	22	22108789	22221970
PPM1F	0.005650808	0.04049472	0.8890708	22	22273793	22307209
LL22NC03-86G7.1	-0.002463087	0.01301038	0.8499137	22	22292609	22297799
RTDR1	-0.03906814	0.01581264	0.01378512	22	23401593	23487208
GNAZ	-0.004598593	0.03275422	0.8883974	22	23412540	23467224
RAB36	0.006388601	0.02579071	0.804451	22	23487513	23506537
BCR	-0.02433453	0.01641883	0.1388793	22	23521891	23660224
ZDHHC8P1	0.0008402731	0.0143678	0.9533849	22	23732793	23744913
ASLP1	-0.01673011	0.01245604	0.1797792	22	23991400	23995521
RGL4	-0.02745211	0.01367696	0.04521578	22	24030323	24041363
ZNF70	-0.01918219	0.02491294	0.4416464	22	24083769	24093279
CHCHD10	0.007266372	0.0150654	0.6297677	22	24108021	24110630
SMARCB1	-0.01261529	0.04412099	0.7750424	22	24129150	24176703
DERL3	-0.006612305	0.009448048	0.4843089	22	24176690	24181315
SLC2A11	0.0592471	0.02537843	0.01992355	22	24198890	24231170
GSTT2B	-0.0003037618	0.005386789	0.9550513	22	24299601	24303373
CABIN1	0.03398752	0.03517537	0.3343504	22	24407642	24574596
SUSD2	0.005511959	0.007469188	0.4608515	22	24577227	24585078
GGT5	0.005638801	0.01396403	0.686509	22	24615622	24641110
SPECC1L	-0.02942304	0.03756667	0.4338315	22	24666786	24813707
C22orf13	-0.0355264	0.03660289	0.332176	22	24936406	24951903
SNRPD3	0.02248061	0.04151096	0.5883404	22	24951471	25005947
GGT1	-0.03793169	0.01703392	0.02635966	22	24979718	25024972
FAM211B	0.004050427	0.02802663	0.8851419	22	24981588	24989175
BCRP3	-0.007447046	0.009345933	0.4258957	22	25028882	25046799
SGSM1	-0.003957181	0.03384122	0.9069549	22	25202188	25323545
KIAA1671	-0.008588399	0.0328153	0.7936351	22	25421600	25593415
LRP5L	-0.003803037	0.01077431	0.7242432	22	25747385	25801344
CRYBB2P1	-0.005535509	0.01035675	0.5932215	22	25844072	25916821
ADRBK2	-0.01378263	0.02992613	0.6452985	22	25960816	26118985
CTA-407F11.6	0.002532764	0.01440306	0.8604768	22	26043228	26045199
SEZ6L	-0.004598428	0.02788414	0.8690735	22	26565440	26779562
ASPHD2	-0.007288496	0.02111846	0.7301318	22	26825239	26840981
HPS4	-0.001216332	0.03692496	0.9737338	22	26839389	26879820
SRRD	-0.02602265	0.02645291	0.3256754	22	26879843	26887899
TFIP11	-0.007564454	0.02686559	0.778381	22	26887191	26908471
CTA-445C9.14	0.01429749	0.01565305	0.3614299	22	26908503	26910534
TPST2	0.008990821	0.02333291	0.7001424	22	26921458	26992681
HMGB1P10	-0.0003772426	0.01278534	0.9764718	22	26956492	26957054
MIAT	-0.02443213	0.02893946	0.3988943	22	27042392	27072438
MN1	0.001927712	0.01592827	0.9037155	22	28144265	28197486
PITPNB	0.06582031	0.04424374	0.1374056	22	28202413	28316122
TTC28-AS1	0.03998768	0.02498809	0.1101089	22	28315364	28404569
TTC28	-0.03168585	0.02977572	0.2877241	22	28374004	29075853
CHEK2	-0.004062222	0.01377166	0.7681275	22	29083731	29138410
HSCB	0.01392783	0.02641653	0.5982385	22	29138019	29153503
CCDC117	-0.008091624	0.02753655	0.7689824	22	29168662	29185283
XBP1	-0.01625336	0.02056167	0.4295923	22	29190543	29196585
ZNRF3	-0.01048943	0.02106612	0.6187317	22	29279580	29453475
KREMEN1	0.01802913	0.02329153	0.4392233	22	29469066	29564321
EMID1	-0.0162692	0.01916706	0.3963533	22	29601840	29655586
RHBDD3	-0.01034915	0.03375835	0.7592892	22	29655841	29664198
EWSR1	-0.00789283	0.05521252	0.8863788	22	29663998	29696515
GAS2L1	-0.009507106	0.03088892	0.7583626	22	29702572	29708774
RASL10A	0.01222828	0.01825983	0.5033394	22	29708922	29711745
AP1B1	0.06923399	0.05245467	0.1874195	22	29723669	29819168
RFPL1-AS1	-0.02469363	0.0204376	0.2274684	22	29833006	29838118
NEFH	-0.01604266	0.01344159	0.2331807	22	29876181	29887379
THOC5	-0.009890202	0.03246871	0.7607797	22	29901868	29951205
NIPSNAP1	-0.01675144	0.03261308	0.6077073	22	29950797	29977326
NF2	0.02175457	0.03721904	0.5591212	22	29999545	30094587
CABP7	-0.0009307262	0.01114013	0.9334467	22	30116073	30127828
ZMAT5	-0.002843771	0.02081571	0.8913835	22	30126945	30163000
UQCR10	-0.001607159	0.04008477	0.9680326	22	30163352	30166402
ASCC2	0.02179533	0.03444728	0.5271805	22	30184597	30234271
TBC1D10A	-0.002624799	0.01877805	0.8888845	22	30687979	30723035
SF3A1	0.06590306	0.04032066	0.1027275	22	30727979	30752936
CCDC157	0.04642756	0.02256699	0.04012275	22	30752624	30774647
RNF215	0.07314748	0.03759984	0.0522299	22	30773808	30817760
SEC14L2	0.003660339	0.02021024	0.8563451	22	30792846	30820603
SEC14L6	-0.01091748	0.01104919	0.323545	22	30920465	30942669
GAL3ST1	0.008656388	0.020743	0.6766089	22	30950622	30970574
PES1	0.02351863	0.03868914	0.5435115	22	30972615	31003070
TCN2	0.0182991	0.01380399	0.1855057	22	31002825	31023265
SLC35E4	0.03181129	0.02684478	0.2365223	22	31031639	31065003
DUSP18	0.02211486	0.01792108	0.2177209	22	31048038	31063877
CTA-963H5.5	0.008908804	0.01445472	0.5379331	22	31049864	31050801
OSBP2	-0.01954982	0.03367421	0.5617747	22	31089769	31303811
RP3-430N8.8	-0.01243805	0.01052463	0.2377904	22	31298206	31298768
MORC2	0.04144633	0.03193328	0.1948604	22	31322596	31364284
TUG1	0.02270219	0.03399643	0.5045511	22	31366663	31374831
SMTN	0.00764694	0.01531027	0.6176503	22	31460091	31500610
RP3-412A9.11	-0.001368459	0.02629071	0.9585068	22	31500758	31516055
INPP5J	-0.02128943	0.02421781	0.3797382	22	31518717	31530682
RNF185	-0.006293419	0.03264113	0.8471812	22	31556168	31602999
LIMK2	0.009752249	0.01731719	0.5735576	22	31608225	31676066
PIK3IP1	-0.01229568	0.02011786	0.5413295	22	31677579	31688520
PATZ1	0.006505754	0.03488506	0.8521279	22	31721790	31742218
AC005003.1	0.03664097	0.01679258	0.02953087	22	31742875	31744670
DRG1	-0.01572443	0.04610015	0.733163	22	31795509	31924726
EIF4ENIF1	0.03809472	0.04409347	0.3879871	22	31835349	31892094
SFI1	-0.009786338	0.02996603	0.7441081	22	31884674	32014572
PISD	-0.03207627	0.03269071	0.3269203	22	32014477	32058418
PRR14L	-0.03434264	0.04233677	0.417612	22	32072242	32146126
DEPDC5	-0.03446979	0.03380315	0.3083058	22	32149944	32303001
YWHAH	-0.07240703	0.03301578	0.02871483	22	32340447	32353590
RFPL2	0.00823798	0.008025524	0.3051168	22	32586422	32600718
SLC5A4	0.005086616	0.007283293	0.4852232	22	32614465	32651328
CPSF1P1	0.006776244	0.007270645	0.3517423	22	32665368	32669097
C22orf28	-0.01706132	0.03995243	0.6695156	22	32783569	32808242
FBXO7	-0.02930868	0.0282076	0.2992419	22	32870663	32894818
TIMP3	-0.0144966	0.02241688	0.5181053	22	33197687	33259030
LARGE	-0.01894288	0.03356114	0.5726906	22	33561991	34318829
HMGXB4	-0.002131545	0.03339811	0.9491347	22	35653445	35691800
TOM1	-0.02886512	0.0437766	0.5099301	22	35695268	35743985
HMOX1	0.01396159	0.01147449	0.2242173	22	35776354	35790207
MCM5	-0.01528998	0.0197516	0.439194	22	35796056	35820495
RASD2	-0.03044114	0.02545108	0.2321829	22	35936915	35950048
APOL6	0.001972847	0.01388083	0.887031	22	36044442	36057404
RBFOX2	0.002781636	0.05126878	0.9567508	22	36134783	36424473
NDUFA9P1	-0.00984815	0.01109778	0.3752496	22	36293318	36294452
APOL3	0.003136596	0.01360837	0.817796	22	36536372	36562225
APOL2	0.02167713	0.01966375	0.2707706	22	36622256	36636000
APOL1	0.01140321	0.01119353	0.3087749	22	36649056	36663576
MYH9	0.01573466	0.03159173	0.6186376	22	36677323	36784063
TXN2	-0.02562666	0.04308936	0.5522648	22	36863083	36878077
FOXRED2	0.003154643	0.02637348	0.9048321	22	36883237	36903148
EIF3D	0.001689429	0.04618399	0.9708327	22	36906897	36925483
RP5-1119A7.17	-0.007180921	0.02970071	0.8090431	22	36956917	36958962
CACNG2	-0.003920428	0.02598601	0.8801357	22	36959968	37099603
IFT27	0.06102112	0.02952324	0.03920905	22	37154246	37172300
PVALB	-0.004418871	0.01001166	0.6591157	22	37196728	37215523
NCF4	-0.001547409	0.009810933	0.8747326	22	37257030	37274057
TST	0.01203549	0.01754945	0.4931233	22	37406900	37415681
MPST	0.07959969	0.03028796	0.008824491	22	37415676	37425863
KCTD17	0.06613158	0.04220918	0.1177422	22	37447779	37459430
C1QTNF6	0.0221712	0.01271437	0.08175028	22	37576207	37595425
RAC2	0.006141411	0.009435681	0.5153996	22	37621301	37640488
CYTH4	0.002130972	0.01271572	0.8669704	22	37678068	37711389
RP1-63G5.5	0.002919135	0.009974079	0.7698824	22	37735624	37823505
ELFN2	0.02556302	0.03160201	0.4189172	22	37764000	37823505
MFNG	-0.003841443	0.01272189	0.7627994	22	37865101	37882439
CARD10	0.0004440102	0.01262524	0.9719581	22	37886400	37915549
CDC42EP1	-0.0314538	0.02314438	0.1746917	22	37956454	37965412
GGA1	-0.06528784	0.05968966	0.2745232	22	38004481	38029571
SH3BP1	0.02842289	0.01675652	0.09040433	22	38030661	38062939
PDXP	-0.00911745	0.007593924	0.2304101	22	38054734	38062941
LGALS1	-0.0221458	0.02475155	0.3713232	22	38071615	38075813
TRIOBP	-0.01602317	0.02462566	0.5155295	22	38093011	38172563
H1F0	-0.01514474	0.02264006	0.5038154	22	38201114	38203442
GCAT	0.00521693	0.02835769	0.8541053	22	38203912	38213183
ANKRD54	-0.04162939	0.04085577	0.3086784	22	38226862	38240438
EIF3L	0.02573017	0.0243476	0.2910705	22	38244875	38285414
MICALL1	-0.004892092	0.02654509	0.8538505	22	38301664	38338829
C22orf23	0.01627673	0.0153215	0.2885416	22	38339528	38349676
POLR2F	0.03342745	0.01901312	0.07927837	22	38348614	38437113
PICK1	-0.03701279	0.03250451	0.2553218	22	38452318	38471708
SLC16A8	-0.006301091	0.01178725	0.5931627	22	38474141	38480100
BAIAP2L2	0.06024318	0.02094511	0.004179342	22	38480896	38506677
PLA2G6	-0.03650881	0.03175992	0.2508358	22	38507502	38588107
MAFF	0.008646808	0.01074291	0.4212315	22	38597889	38612518
TMEM184B	-0.05034972	0.03706792	0.1749182	22	38615298	38669040
CSNK1E	0.01681482	0.03962779	0.671498	22	38686697	38794527
RP3-449O17.1	0.01313481	0.02260925	0.5615114	22	38731767	38794934
KCNJ4	0.0106129	0.02529838	0.6750067	22	38822332	38851205
DDX17	0.02770397	0.04473628	0.5359911	22	38879445	38903665
RP1-199H16.5	0.01181433	0.01839961	0.5210759	22	38974125	39052634
CBY1	-0.03115733	0.03223972	0.3342523	22	39052641	39069859
RP3-508I15.9	-0.01566798	0.0178988	0.3817549	22	39063835	39077825
TOMM22	-0.02879655	0.04083402	0.4809761	22	39077953	39080818
JOSD1	-0.02225604	0.04457188	0.6177457	22	39081548	39097561
GTPBP1	-0.04813021	0.04540235	0.2895693	22	39101728	39134304
SUN2	0.009324515	0.02672381	0.7272807	22	39130730	39190148
DNAL4	0.01101528	0.02697135	0.6831328	22	39174513	39190203
NPTXR	0.01294136	0.02874422	0.6527244	22	39214457	39239987
CBX6	0.04896241	0.04577447	0.2852453	22	39257455	39268319
APOBEC3C	0.01226959	0.01337917	0.3595067	22	39410088	39414931
CBX7	0.007620584	0.05190224	0.883323	22	39516172	39548679
PDGFB	0.00715861	0.01506918	0.6349386	22	39619364	39640756
RPL3	0.04679377	0.04197468	0.2654154	22	39708887	39716394
SYNGR1	0.03490072	0.0443146	0.4312868	22	39745930	39781593
TAB1	0.01328891	0.03759388	0.7238586	22	39795746	39913596
MGAT3	0.05563219	0.03453336	0.1077559	22	39853349	39888199
SMCR7L	-0.003009279	0.03731318	0.93575	22	39895437	39914137
ATF4	-0.01362476	0.02297382	0.5533859	22	39915700	39918691
RPS19BP1	0.03923519	0.03422107	0.2520744	22	39925098	39928860
CACNA1I	-0.03053982	0.02754037	0.2679498	22	39966758	40085742
TNRC6B	-0.01618053	0.05142319	0.7531426	22	40440821	40731811
ADSL	-0.07440923	0.03235203	0.02181981	22	40742507	40764823
SGSM3	0.01873632	0.04400137	0.6704101	22	40766595	40806122
MKL1	-0.01367348	0.04384587	0.7552693	22	40806285	41032706
MCHR1	0.001321287	0.01558081	0.9324493	22	41074754	41078818
SLC25A17	0.02171487	0.02800727	0.4384756	22	41165634	41215403
ST13	0.06783948	0.04725491	0.1516785	22	41220539	41253026
XPNPEP3	0.001992882	0.03129439	0.9492466	22	41253081	41368585
RBX1	-0.02887822	0.04941885	0.5592184	22	41347351	41369313
EP300	-0.02566074	0.04029782	0.5245329	22	41487790	41576081
L3MBTL2	-0.05168938	0.03598813	0.1514844	22	41601209	41627275
CHADL	-0.02484722	0.01610969	0.1235529	22	41625517	41636938
RANGAP1	0.0145668	0.03835401	0.7042406	22	41641615	41698963
ZC3H7B	-0.02307866	0.03937022	0.5579827	22	41697526	41756151
TEF	0.00131582	0.02945533	0.9643851	22	41763337	41795330
TOB2	-0.008120748	0.02885742	0.7785015	22	41829496	41843027
PHF5A	-0.02045036	0.0324316	0.5285824	22	41855721	41864729
ACO2	0.003664861	0.0296258	0.9015937	22	41865117	41924993
POLR3H	-0.03484686	0.03178699	0.2734407	22	41921808	41940610
CSDC2	-0.01260639	0.009012292	0.1624326	22	41956767	42069998
PMM1	-0.0003879603	0.03360238	0.9907923	22	41972898	41985894
PPPDE2	0.009133827	0.03966736	0.8179744	22	41994032	42017100
XRCC6	-0.04394366	0.05902881	0.4569234	22	42017123	42060044
NHP2L1	-0.006022784	0.03523212	0.8643288	22	42069934	42086508
C22orf46	-0.0008726266	0.02604055	0.9732797	22	42084943	42094140
RP5-821D11.7	-0.003546553	0.02012791	0.8602006	22	42227219	42230669
SREBF2	-0.008341945	0.03749486	0.8240204	22	42229109	42303312
SHISA8	0.001928725	0.009914003	0.8458201	22	42307297	42310570
CTA-250D10.15	0.008706294	0.0169581	0.6078759	22	42348169	42354937
SEPT3	-0.00817552	0.03831845	0.8311268	22	42372276	42394225
WBP2NL	0.01395776	0.01156541	0.2280035	22	42394729	42454460
NAGA	0.002701235	0.0205729	0.8955852	22	42428724	42466846
C22orf32	0.004335026	0.03837275	0.9100941	22	42475695	42532261
NDUFA6	0.04589112	0.03553311	0.1970679	22	42481529	42486959
RP4-669P10.18	-0.009368655	0.01366832	0.4933604	22	42486937	42533614
CYP2D6	-0.01009302	0.007227647	0.1631392	22	42522501	42540472
CYP2D7P1	0.0128606	0.01164105	0.2697419	22	42536214	42540576
TCF20	0.01154299	0.04357544	0.7911876	22	42556019	42739622
Z83851.1	0.004956508	0.01353007	0.7142566	22	42760406	42765242
NFAM1	-0.008407272	0.01060957	0.4284531	22	42776416	42828401
SERHL	-0.01457805	0.007013224	0.03810894	22	42896585	42908566
RRP7A	-0.0111362	0.01173952	0.3432337	22	42905974	42915808
SERHL2	-0.009539388	0.01068181	0.3722184	22	42949623	42970388
RP1-222E13.10	-0.02266653	0.01437118	0.1153154	22	42951229	42978044
POLDIP3	-0.04735431	0.03849397	0.2191537	22	42979727	43010968
CYB5R3	0.003798861	0.02828107	0.8931942	22	43013846	43045574
A4GALT	-0.005628163	0.01150512	0.6249026	22	43088127	43117304
ARFGAP3	0.03784284	0.03138337	0.2283999	22	43192508	43267429
PACSIN2	-0.04720665	0.0322252	0.1435159	22	43231418	43411151
TTLL1	-0.001496184	0.02214315	0.9461533	22	43414609	43485434
MCAT	0.002248041	0.02630401	0.9319235	22	43528886	43539400
TSPO	0.01159243	0.02153927	0.5906554	22	43547520	43559248
TTLL12	0.0180542	0.02596671	0.4871698	22	43562628	43583139
MPPED1	-0.02568186	0.03487331	0.4617789	22	43807202	43902800
SULT4A1	0.02567679	0.03402606	0.4507968	22	44220389	44258398
PNPLA5	0.01891565	0.01125475	0.09338844	22	44275558	44287893
PNPLA3	0.01103986	0.008959401	0.2183937	22	44319619	44360368
SAMM50	-0.02288381	0.03080068	0.4578182	22	44351301	44406411
PARVB	-0.03626719	0.02677625	0.1761439	22	44395091	44565106
PARVG	-0.001174825	0.01114903	0.9161166	22	44568836	44615413
KIAA1644	0.0375386	0.02305894	0.1041059	22	44639547	44708731
LDOC1L	0.04898018	0.03358123	0.1452535	22	44888452	44894178
PRR5	0.01856141	0.01924734	0.3352851	22	45064593	45133561
PHF21B	-0.006905148	0.01941249	0.7221958	22	45277042	45405880
CTA-217C2.1	0.03693378	0.02706846	0.1729774	22	45529710	45559662
NUP50	-0.0001499114	0.03592133	0.9966717	22	45559722	45583892
KIAA0930	0.006267143	0.03024032	0.835895	22	45588114	45636650
MIR1249	0.001503036	0.0107077	0.888419	22	45596835	45596900
FAM118A	0.002133579	0.00570013	0.7083218	22	45704849	45737836
FBLN1	0.01480626	0.01314784	0.2605954	22	45898118	45997015
ATXN10	-0.008102873	0.04829884	0.8668291	22	46067678	46241187
WNT7B	0.006373744	0.009337617	0.4951526	22	46316242	46373009
RP11-398F12.1	-0.001277988	0.01173919	0.913349	22	46436146	46440733
RP4-695O20__B.10	-0.02215638	0.01856625	0.2332359	22	46449749	46509808
PPARA	0.01633365	0.02900531	0.5735769	22	46546424	46639653
C22orf40	-0.05599017	0.02337814	0.0169524	22	46639908	46646576
TTC38	-0.01209298	0.02036367	0.5528544	22	46663858	46689905
TRMU	-0.05796677	0.03672192	0.1150139	22	46726772	46753237
GRAMD4	0.01340471	0.03261615	0.6812432	22	46971909	47075688
CERK	0.009153431	0.03271677	0.7797523	22	47080308	47134158
CTA-29F11.1	-0.002027527	0.01060063	0.8483883	22	47157791	47158460
TBC1D22A	0.004074166	0.03506466	0.907544	22	47158518	47571336
FAM19A5	-0.05901877	0.03767552	0.1178022	22	48885272	49246724
BRD1	-0.06611165	0.03641529	0.06998895	22	50166931	50221160
ZBED4	0.007594024	0.03221618	0.8137364	22	50247490	50282090
ALG12	-0.01361263	0.02171085	0.5309198	22	50296867	50312106
CRELD2	0.005325204	0.02703958	0.8439459	22	50311815	50321188
PIM3	0.03074251	0.02233703	0.169284	22	50354161	50357728
MLC1	-0.02422537	0.02171115	0.2649901	22	50497820	50524331
MOV10L1	0.005300413	0.0150594	0.7249967	22	50528308	50600119
PANX2	-0.01964657	0.02476434	0.4279188	22	50609160	50618723
TRABD	0.007668439	0.02555272	0.7642114	22	50624344	50638027
RP3-402G11.5	-0.04053722	0.03538029	0.2523903	22	50639408	50656045
TUBGCP6	-0.02133261	0.03285933	0.5164715	22	50656118	50683421
HDAC10	-0.00616504	0.01461368	0.6732851	22	50683612	50689834
MAPK12	0.01452968	0.01596908	0.3632901	22	50683879	50700254
MAPK11	-0.03909011	0.03366206	0.2460398	22	50702142	50709196
PLXNB2	-0.05760639	0.03930768	0.143345	22	50713408	50746056
FAM116B	0.008509801	0.03683532	0.8173823	22	50750392	50765489
PPP6R2	0.002472352	0.04841237	0.9592893	22	50781733	50883514
SBF1	-0.01712794	0.04046706	0.6722725	22	50885184	50913464
LMF2	-0.04984088	0.03701558	0.1786972	22	50941376	50946135
NCAPH2	-0.04324508	0.03904563	0.2685358	22	50946645	50963063
SCO2	-0.01903414	0.01719368	0.2687558	22	50961997	50964868
TYMP	0.005277225	0.008384013	0.5293211	22	50964181	50968485
ODF3B	0.01104883	0.007042729	0.1172589	22	50968139	50971009
CTA-384D8.20	0.01227716	0.009543748	0.198838	22	51021455	51022306
